category,section,title,url,description,source,stars,github_url
GitHub (anthropics),skills/skills/claude-api/shared,Managed Agents — Overview,anthropic-collection/skills/skills/claude-api/shared/managed-agents-overview.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Managed Agents — Scheduled Deployments,anthropic-collection/skills/skills/claude-api/shared/managed-agents-scheduled-deployments.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Managed Agents — Self-Hosted Sandboxes,anthropic-collection/skills/skills/claude-api/shared/managed-agents-self-hosted-sandboxes.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Managed Agents — Tools & Skills,anthropic-collection/skills/skills/claude-api/shared/managed-agents-tools.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Managed Agents — Webhooks,anthropic-collection/skills/skills/claude-api/shared/managed-agents-webhooks.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Model Migration Guide,anthropic-collection/skills/skills/claude-api/shared/model-migration.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Claude Model Catalog,anthropic-collection/skills/skills/claude-api/shared/models.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Prompt Caching — Design & Optimization,anthropic-collection/skills/skills/claude-api/shared/prompt-caching.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Token Counting,anthropic-collection/skills/skills/claude-api/shared/token-counting.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/shared,Tool Use Concepts,anthropic-collection/skills/skills/claude-api/shared/tool-use-concepts.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/claude-api,Claude API — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/claude-api/README.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/claude-api,Message Batches API — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/claude-api/batches.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/claude-api,Files API — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/claude-api/files-api.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/claude-api,Streaming — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/claude-api/streaming.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/claude-api,Tool Use — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/claude-api/tool-use.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/claude-api/typescript/managed-agents,Managed Agents — TypeScript,anthropic-collection/skills/skills/claude-api/typescript/managed-agents/README.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/doc-coauthoring,doc-coauthoring,anthropic-collection/skills/skills/doc-coauthoring/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/docx,docx,anthropic-collection/skills/skills/docx/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/frontend-design,frontend-design,anthropic-collection/skills/skills/frontend-design/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/internal-comms,internal-comms,anthropic-collection/skills/skills/internal-comms/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/internal-comms/examples,3P Updates,anthropic-collection/skills/skills/internal-comms/examples/3p-updates.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/internal-comms/examples,Company Newsletter,anthropic-collection/skills/skills/internal-comms/examples/company-newsletter.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/internal-comms/examples,Faq Answers,anthropic-collection/skills/skills/internal-comms/examples/faq-answers.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/internal-comms/examples,General Comms,anthropic-collection/skills/skills/internal-comms/examples/general-comms.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/mcp-builder,mcp-builder,anthropic-collection/skills/skills/mcp-builder/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/mcp-builder/reference,MCP Server Evaluation Guide,anthropic-collection/skills/skills/mcp-builder/reference/evaluation.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/mcp-builder/reference,MCP Server Best Practices,anthropic-collection/skills/skills/mcp-builder/reference/mcp_best_practices.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/mcp-builder/reference,Node/TypeScript MCP Server Implementation Guide,anthropic-collection/skills/skills/mcp-builder/reference/node_mcp_server.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/mcp-builder/reference,Python MCP Server Implementation Guide,anthropic-collection/skills/skills/mcp-builder/reference/python_mcp_server.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pdf,pdf,anthropic-collection/skills/skills/pdf/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pdf,Forms,anthropic-collection/skills/skills/pdf/forms.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pdf,PDF Processing Advanced Reference,anthropic-collection/skills/skills/pdf/reference.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pptx,pptx,anthropic-collection/skills/skills/pptx/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pptx,Editing Presentations,anthropic-collection/skills/skills/pptx/editing.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/pptx,PptxGenJS Tutorial,anthropic-collection/skills/skills/pptx/pptxgenjs.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/skill-creator,skill-creator,anthropic-collection/skills/skills/skill-creator/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/skill-creator/agents,Post-hoc Analyzer Agent,anthropic-collection/skills/skills/skill-creator/agents/analyzer.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/skill-creator/agents,Blind Comparator Agent,anthropic-collection/skills/skills/skill-creator/agents/comparator.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/skill-creator/agents,Grader Agent,anthropic-collection/skills/skills/skill-creator/agents/grader.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/skill-creator/references,JSON Schemas,anthropic-collection/skills/skills/skill-creator/references/schemas.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/slack-gif-creator,slack-gif-creator,anthropic-collection/skills/skills/slack-gif-creator/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory,theme-factory,anthropic-collection/skills/skills/theme-factory/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Arctic Frost,anthropic-collection/skills/skills/theme-factory/themes/arctic-frost.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Botanical Garden,anthropic-collection/skills/skills/theme-factory/themes/botanical-garden.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Desert Rose,anthropic-collection/skills/skills/theme-factory/themes/desert-rose.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Forest Canopy,anthropic-collection/skills/skills/theme-factory/themes/forest-canopy.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Golden Hour,anthropic-collection/skills/skills/theme-factory/themes/golden-hour.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Midnight Galaxy,anthropic-collection/skills/skills/theme-factory/themes/midnight-galaxy.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Modern Minimalist,anthropic-collection/skills/skills/theme-factory/themes/modern-minimalist.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Ocean Depths,anthropic-collection/skills/skills/theme-factory/themes/ocean-depths.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Sunset Boulevard,anthropic-collection/skills/skills/theme-factory/themes/sunset-boulevard.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/theme-factory/themes,Tech Innovation,anthropic-collection/skills/skills/theme-factory/themes/tech-innovation.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/web-artifacts-builder,web-artifacts-builder,anthropic-collection/skills/skills/web-artifacts-builder/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/webapp-testing,webapp-testing,anthropic-collection/skills/skills/webapp-testing/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/skills/xlsx,xlsx,anthropic-collection/skills/skills/xlsx/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/spec,Agent Skills Spec,anthropic-collection/skills/spec/agent-skills-spec.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),skills/template,template,anthropic-collection/skills/template/SKILL.md,,Local: anthropics/skills,,https://github.com/anthropics/skills
GitHub (anthropics),Repositories,anthropics/anthropic-quickstarts,anthropic-collection/anthropic-quickstarts,"Claude Quickstarts is a collection of projects designed to help developers quickly get started with building  applications using the Claude API. Each quickstart provides a foundation that you can easily build upon and customize for your specific needs. To use these quickstarts, you'll need an Claude",Local: anthropics,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts,Claude Quickstarts,anthropic-collection/anthropic-quickstarts/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/agents,Agents,anthropic-collection/anthropic-quickstarts/agents/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/agents,agent_demo.ipynb,anthropic-collection/anthropic-quickstarts/agents/agent_demo.ipynb,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/autonomous-coding,Autonomous Coding Agent Demo,anthropic-collection/anthropic-quickstarts/autonomous-coding/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/autonomous-coding/prompts,Coding Prompt,anthropic-collection/anthropic-quickstarts/autonomous-coding/prompts/coding_prompt.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/autonomous-coding/prompts,Initializer Prompt,anthropic-collection/anthropic-quickstarts/autonomous-coding/prompts/initializer_prompt.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/browser-use-demo,Browser Automation Demo with Claude,anthropic-collection/anthropic-quickstarts/browser-use-demo/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/browser-use-demo/tests,Browser Use Demo - Test Suite,anthropic-collection/anthropic-quickstarts/browser-use-demo/tests/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/computer-use-best-practices,Computer and Browser Use with Claude,anthropic-collection/anthropic-quickstarts/computer-use-best-practices/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/computer-use-demo,Anthropic Computer Use Demo,anthropic-collection/anthropic-quickstarts/computer-use-demo/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/customer-support-agent,Claude Customer Support Agent,anthropic-collection/anthropic-quickstarts/customer-support-agent/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),anthropic-quickstarts/financial-data-analyst,Claude Financial Data Analyst,anthropic-collection/anthropic-quickstarts/financial-data-analyst/README.md,,Local: anthropics/anthropic-quickstarts,,https://github.com/anthropics/anthropic-quickstarts
GitHub (anthropics),Repositories,anthropics/claude-plugins-official,anthropic-collection/claude-plugins-official,"A curated directory of high-quality plugins for Claude Code. > **⚠️ Important:** Make sure you trust a plugin before installing, updating, or using it. Anthropic does not control what MCP servers, files, or other software are included in plugins and cannot verify that they will work as intended or t",Local: anthropics,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official,Claude Code Plugins Directory,anthropic-collection/claude-plugins-official/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/discord,Discord — Access & Delivery,anthropic-collection/claude-plugins-official/external_plugins/discord/ACCESS.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/discord,Discord,anthropic-collection/claude-plugins-official/external_plugins/discord/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/discord/skills/access,access,anthropic-collection/claude-plugins-official/external_plugins/discord/skills/access/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/discord/skills/configure,configure,anthropic-collection/claude-plugins-official/external_plugins/discord/skills/configure/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/fakechat,fakechat,anthropic-collection/claude-plugins-official/external_plugins/fakechat/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/greptile,Greptile,anthropic-collection/claude-plugins-official/external_plugins/greptile/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/imessage,iMessage — Access & Delivery,anthropic-collection/claude-plugins-official/external_plugins/imessage/ACCESS.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/imessage,iMessage,anthropic-collection/claude-plugins-official/external_plugins/imessage/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/imessage/skills/access,access,anthropic-collection/claude-plugins-official/external_plugins/imessage/skills/access/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/imessage/skills/configure,configure,anthropic-collection/claude-plugins-official/external_plugins/imessage/skills/configure/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/telegram,Telegram — Access & Delivery,anthropic-collection/claude-plugins-official/external_plugins/telegram/ACCESS.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/telegram,Telegram,anthropic-collection/claude-plugins-official/external_plugins/telegram/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/telegram/skills/access,access,anthropic-collection/claude-plugins-official/external_plugins/telegram/skills/access/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/external_plugins/telegram/skills/configure,configure,anthropic-collection/claude-plugins-official/external_plugins/telegram/skills/configure/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/agent-sdk-dev,Agent SDK Development Plugin,anthropic-collection/claude-plugins-official/plugins/agent-sdk-dev/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/agent-sdk-dev/agents,Agent Sdk Verifier Py,anthropic-collection/claude-plugins-official/plugins/agent-sdk-dev/agents/agent-sdk-verifier-py.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/agent-sdk-dev/agents,Agent Sdk Verifier Ts,anthropic-collection/claude-plugins-official/plugins/agent-sdk-dev/agents/agent-sdk-verifier-ts.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/agent-sdk-dev/commands,New Sdk App,anthropic-collection/claude-plugins-official/plugins/agent-sdk-dev/commands/new-sdk-app.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/clangd-lsp,clangd-lsp,anthropic-collection/claude-plugins-official/plugins/clangd-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup,Claude Code Setup Plugin,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender,claude-automation-recommender,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references,Hooks Recommendations,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references/hooks-patterns.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references,MCP Server Recommendations,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references/mcp-servers.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references,Plugin Recommendations,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references/plugins-reference.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references,Skills Recommendations,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references/skills-reference.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references,Subagent Recommendations,anthropic-collection/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/references/subagent-templates.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management,CLAUDE.md Management Plugin,anthropic-collection/claude-plugins-official/plugins/claude-md-management/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management/commands,Revise Claude Md,anthropic-collection/claude-plugins-official/plugins/claude-md-management/commands/revise-claude-md.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver,claude-md-improver,anthropic-collection/claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references,CLAUDE.md Quality Criteria,anthropic-collection/claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references/quality-criteria.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references,CLAUDE.md Templates,anthropic-collection/claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references/templates.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references,CLAUDE.md Update Guidelines,anthropic-collection/claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/references/update-guidelines.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization,Code Modernization Plugin,anthropic-collection/claude-plugins-official/plugins/code-modernization/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Architecture Critic,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/architecture-critic.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Business Rules Extractor,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/business-rules-extractor.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Legacy Analyst,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/legacy-analyst.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Scaffolder,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/scaffolder.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Security Auditor,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/security-auditor.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Test Engineer,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/test-engineer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/agents,Version Delta Analyst,anthropic-collection/claude-plugins-official/plugins/code-modernization/agents/version-delta-analyst.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Assess,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-assess.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Brief,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-brief.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Extract Rules,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-extract-rules.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Harden,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-harden.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Map,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-map.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Preflight,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-preflight.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Reimagine,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-reimagine.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Status,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-status.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Transform,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-transform.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-modernization/commands,Modernize Uplift,anthropic-collection/claude-plugins-official/plugins/code-modernization/commands/modernize-uplift.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-review,Code Review Plugin,anthropic-collection/claude-plugins-official/plugins/code-review/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-review/commands,Code Review,anthropic-collection/claude-plugins-official/plugins/code-review/commands/code-review.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/code-simplifier/agents,Code Simplifier,anthropic-collection/claude-plugins-official/plugins/code-simplifier/agents/code-simplifier.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/commit-commands,Commit Commands Plugin,anthropic-collection/claude-plugins-official/plugins/commit-commands/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/commit-commands/commands,Clean Gone,anthropic-collection/claude-plugins-official/plugins/commit-commands/commands/clean_gone.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/commit-commands/commands,Commit Push Pr,anthropic-collection/claude-plugins-official/plugins/commit-commands/commands/commit-push-pr.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/commit-commands/commands,Commit,anthropic-collection/claude-plugins-official/plugins/commit-commands/commands/commit.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
